symbol,entry_date,src,net_pnl_pct,tp,sl,v23_weight_v2,v23_flags_v2
300259.SZ,20240304,EVENT,5.3973,3.467,1.983,0.48,s15;s10_in_ob;s6x3
300658.SZ,20240304,EVENT,7.6347,8.008,3.188,0.4224,s1v2_CHoCH↓;s17;s10_in_ob;s6x3
300836.SZ,20240304,EVENT,20.191,16.537,7.433,1.2,s6x3
300877.SZ,20240304,EVENT,12.0064,17.332,8.508,1.2,s6x3
301115.SZ,20240304,EVENT,3.0308,18.04,13.17,0.48,s15;s10_in_ob;s6x3
301156.SZ,20240304,EVENT,11.599,10.789,4.391,0.44,s1v2_CHoCH↓;s17
301176.SZ,20240304,EVENT,9.4159,17.0,6.846,0.96,s10_in_ob;s6x3
301190.SZ,20240304,EVENT,5.8067,17.087,12.334,0.792,s17;s8_sweep_bear;s6x3
301321.SZ,20240304,EVENT,5.0753,19.58,7.932,0.48,s1v2_CHoCH↓;s6x3
600080.SH,20240304,EVENT,-0.3648,7.742,4.219,1.32,s17;s6x3
600543.SH,20240304,EVENT,13.0732,6.2,3.731,0.4224,s1v2_CHoCH↓;s17;s10_in_ob;s6x3
603116.SH,20240304,EVENT,8.3871,6.588,3.116,1.0,none
603321.SH,20240304,EVENT,8.9189,8.605,3.949,0.384,s1v2_CHoCH↓;s10_in_ob;s6x3
603726.SH,20240304,EVENT,6.4765,13.805,6.192,0.96,s10_in_ob;s6x3
603879.SH,20240304,EVENT,41.9374,6.5,2.745,0.96,s10_in_ob;s6x3
605388.SH,20240304,EVENT,4.8757,8.508,4.617,1.2,s6x3
688129.SH,20240304,EVENT,8.7325,16.462,8.198,0.528,s1v2_CHoCH↓;s17;s6x3
688420.SH,20240304,EVENT,2.8441,26.104,16.804,0.42,s15;s12_in_ote;s6x3
688519.SH,20240304,EVENT,24.6398,25.582,10.099,1.32,s17;s6x3
300132.SZ,20240305,EVENT,10.7157,5.33,2.446,0.48,s1v2_CHoCH↓;s6x3
300005.SZ,20240306,EVENT,13.1121,5.606,3.333,1.32,s17;s6x3
688455.SH,20240306,EVENT,7.7009,11.45,7.018,1.2,s6x3
301130.SZ,20240307,EVENT,7.4225,27.959,18.05,1.2,s6x3
603655.SH,20240307,EVENT,11.8046,18.37,12.992,0.28,s1v2_CHoCH↓;s6x1
002820.SZ,20240311,EVENT,8.3951,10.144,7.415,0.48,s1v2_CHoCH↓;s6x3
601089.SH,20240311,EVENT,1.9973,13.643,10.454,0.0806,s1v2_CHoCH↑;s7v2_up;s8_sweep_bear;s9_bsl_tight;s10_in_ob;s6x3
688528.SH,20240311,EVENT,6.0609,10.18,6.431,0.384,s1v2_CHoCH↓;s10_in_ob;s6x3
001231.SZ,20240312,EVENT,5.2152,20.08,13.345,0.8,s10_in_ob
300885.SZ,20240312,EVENT,-3.1571,8.909,6.379,0.96,s10_in_ob;s6x3
301126.SZ,20240312,EVENT,2.7391,11.986,8.017,0.56,s10_in_ob;s6x1
301148.SZ,20240312,EVENT,11.7574,19.503,13.558,0.8,s10_in_ob
301313.SZ,20240320,EVENT,0.4828,33.751,25.128,0.3696,s1v2_CHoCH↓;s17;s9_bsl_tight;s6x3
300819.SZ,20240325,EVENT,5.0346,12.125,9.588,0.72,s8_sweep_bear;s6x3
688515.SH,20240328,EVENT,-17.5801,97.37,57.301,0.0206,s1v2_CHoCH↑;s7v2_up;s18;s16;s9_bsl_tight;s12_in_ote
301166.SZ,20240329,EVENT,-3.365,34.209,27.805,0.66,s17;s5
600160_SH.SH,20240301,CONT,3.1197,,,0.0252,s1v2_CHoCH↑;s7v2_up;s18;s16;s5
601666_SH.SH,20240304,CONT,-17.5077,,,0.0252,s1v2_CHoCH↑;s7v2_up;s18;s16;s5
600707_SH.SH,20240311,CONT,-1.3236,,,0.0038,s1v2_CHoCH↑;s7v2_up;s18;s16;s23;s5
605196_SH.SH,20240314,CONT,14.3829,,,0.0252,s1v2_CHoCH↑;s7v2_up;s18;s16;s5
300274_SZ.SZ,20240318,CONT,4.068,,,0.12,s1v2_CHoCH↑;s7v2_up;s5
600233_SH.SH,20240321,CONT,2.9572,,,0.18,s7v2_up;s16;s5
002496_SZ.SZ,20240329,CONT,0.6889,,,0.0252,s1v2_CHoCH↑;s7v2_up;s18;s16;s5
603219.SH,20240301,EVENT,24.3229,16.452,6.903,0.528,s17;s10_in_ob;s4;s6x3
300124.SZ,20240304,EVENT,1.7638,63.621,57.034,0.175,s24_eqh_target;s15;s9_bsl_tight;s4
688072.SH,20240322,EVENT,-1.544,146.235,131.732,0.042,s1v2_CHoCH↑;s7v2_up;s8_sweep_bear;s9_bsl_tight;s4
601689.SH,20240325,EVENT,0.396,42.49,34.966,0.0294,s1v2_CHoCH↑;s7v2_up;s8_sweep_bear;s9_bsl_tight;s4;s6x1
688282.SH,20240325,EVENT,-17.5726,29.46,20.623,0.0141,s1v2_CHoCH↑;s7v2_up;s18;s16;s9_bsl_tight;s10_in_ob;s4;s6x3
688165.SH,20240329,EVENT,-17.8902,10.87,8.222,0.084,s7v2_up;s8_sweep_bear;s9_bsl_tight;s10_in_ob;s4
301041.SZ,20240412,EVENT,-3.2129,31.574,21.277,0.3168,s1v2_CHoCH↓;s17;s5;s6x3
688433.SH,20240415,EVENT,-4.8695,31.784,22.043,0.0504,s1v2_CHoCH↑;s7v2_up;s19;s5;s6x3
002726.SZ,20240417,EVENT,-6.553,7.49,6.566,0.098,s1v2_CHoCH↑;s7v2_up;s9_bsl_tight;s6x1
300759.SZ,20240430,EVENT,11.9649,25.201,16.9,0.77,s17;s6x1
688550.SH,20240408,EVENT,-2.9917,28.73,25.425,0.1728,s1v2_CHoCH↓;s8_sweep_bear;s5;s6x3
301156.SZ,20240410,EVENT,-14.4973,9.086,7.609,0.0564,s1v2_CHoCH↑;s7v2_up;s8_sweep_bear;s9_bsl_tight;s10_in_ob;s6x3;s13
001209.SZ,20240412,EVENT,-4.5809,15.88,14.159,0.0672,s1v2_CHoCH↑;s7v2_up;s8_sweep_bear;s9_bsl_tight;s10_in_ob
600400.SH,20240417,EVENT,11.4839,2.91,2.3,0.042,s1v2_CHoCH↑;s7v2_up;s19;s5
301429.SZ,20240419,EVENT,2.3244,14.987,12.863,0.3,s15;s8_sweep_bear
300470.SZ,20240426,EVENT,3.8176,32.993,27.067,0.35,s15;s13
688580.SH,20240430,EVENT,0.9471,37.78,27.248,0.392,s10_in_ob;s6x1;s13
002782.SZ,20240408,EVENT,-5.3465,11.962,9.882,0.1848,s1v2_CHoCH↓;s17;s5;s6x1
301246.SZ,20240409,EVENT,-4.2764,22.751,16.552,0.48,s10_in_ob;s5
300875.SZ,20240410,EVENT,-9.8062,36.0,25.484,0.144,s7v2_up;s21;s8_sweep_bear;s6x3
301533.SZ,20240410,EVENT,3.0914,31.639,26.533,0.0672,s1v2_CHoCH↓;s20;s15;s10_in_ob;s6x3
688472.SH,20240410,EVENT,-1.4617,14.253,11.482,0.792,s17;s5;s6x3
301227.SZ,20240411,EVENT,-9.0657,19.846,17.699,0.1176,s7v2_up;s21;s9_bsl_tight;s6x3;s13
603980.SH,20240411,EVENT,-0.1829,3.945,3.148,0.1008,s1v2_CHoCH↑;s7v2_up;s8_sweep_bear;s9_bsl_tight;s6x3
300481.SZ,20240412,EVENT,7.172,14.426,11.072,0.0206,s1v2_CHoCH↑;s7v2_up;s19;s8_sweep_bear;s12_in_ote;s6x1
300801.SZ,20240416,EVENT,-6.1549,15.345,12.541,0.0588,s1v2_CHoCH↑;s7v2_up;s19;s9_bsl_tight;s6x3
000795.SZ,20240418,EVENT,6.3858,5.839,4.902,0.112,s7v2_up;s21;s9_bsl_tight;s10_in_ob
301130.SZ,20240418,EVENT,6.7722,24.349,21.913,0.0353,s1v2_CHoCH↓;s20;s15;s9_bsl_tight;s5;s6x3
301335.SZ,20240418,EVENT,-4.8306,18.528,16.683,0.2661,s17;s8_sweep_bear;s9_bsl_tight;s10_in_ob;s5;s6x3
603755.SH,20240418,EVENT,10.7912,23.457,18.774,0.0504,s1v2_CHoCH↓;s20;s15;s8_sweep_bear;s6x3
301263.SZ,20240424,EVENT,3.2607,11.085,9.731,0.77,s17;s6x1
300102.SZ,20240425,EVENT,-0.3998,7.356,5.769,0.48,s1v2_CHoCH↓;s6x3
301171.SZ,20240426,EVENT,1.0451,17.094,10.664,0.28,s1v2_CHoCH↓;s6x1
300158.SZ,20240430,EVENT,2.8127,5.33,3.852,0.528,s1v2_CHoCH↓;s17;s6x3
000960_SZ.SZ,20240416,CONT,-5.9714,,,0.045,s7v2_up;s22;s5
000425_SZ.SZ,20240418,CONT,0.6075,,,0.3,s7v2_up;s5
603233.SH,20240403,EVENT,-0.9661,25.34,19.399,0.33,s17;s4;s5
688183.SH,20240403,EVENT,2.6642,9.564,7.261,0.042,s7v2_up;s21;s8_sweep_bear;s12_in_ote;s4
301021.SZ,20240408,EVENT,-9.3871,22.311,16.279,0.0294,s1v2_CHoCH↑;s7v2_up;s19;s12_in_ote;s4;s6x3
301095.SZ,20240412,EVENT,-3.4157,60.817,48.515,0.231,s17;s4;s5;s6x1
002932.SZ,20240418,EVENT,4.3182,21.151,17.644,0.049,s1v2_CHoCH↑;s7v2_up;s9_bsl_tight;s12_in_ote;s4
688371.SH,20240418,EVENT,-2.9182,13.571,10.042,0.264,s17;s10_in_ob;s4;s5
300080.SZ,20240430,EVENT,-5.0194,4.54,3.569,0.175,s15;s4;s6x1
300786.SZ,20240430,EVENT,1.4576,14.9,9.083,0.528,s17;s10_in_ob;s4;s6x3
002426.SZ,20240507,EVENT,2.3564,2.03,1.362,0.049,s1v2_CHoCH↓;s20;s15;s6x1
688202.SH,20240509,EVENT,-19.3939,51.18,30.444,0.024,s1v2_CHoCH↓;s20;s15;s12_in_ote;s6x1;s13
688502.SH,20240516,EVENT,2.6965,96.463,80.035,0.392,s10_in_ob;s6x1;s13
600666.SH,20240524,EVENT,-6.1923,1.66,1.343,0.1372,s15;s10_in_ob;s12_in_ote;s6x1;s13
000757.SZ,20240506,EVENT,-3.424,3.84,2.572,0.2587,s17;s8_sweep_bear;s9_bsl_tight;s10_in_ob;s6x1
002602.SZ,20240506,EVENT,-14.9458,5.33,4.006,0.196,s15;s10_in_ob;s6x1;s13
600530.SH,20240520,EVENT,5.1973,2.448,1.821,0.0144,s1v2_CHoCH↑;s7v2_up;s18;s16;s9_bsl_tight;s11_mss_bull_fresh;s6x1
301428.SZ,20240530,EVENT,4.4456,27.602,23.715,0.0672,s1v2_CHoCH↑;s7v2_up;s19;s10_in_ob;s6x3
002583.SZ,20240506,EVENT,-1.3239,4.98,3.438,0.3773,s17;s9_bsl_tight;s11_mss_bull_fresh;s6x1
300700.SZ,20240506,EVENT,0.1166,9.916,6.774,0.4224,s1v2_CHoCH↓;s17;s10_in_ob;s6x3
001267.SZ,20240508,EVENT,8.6069,4.36,3.272,0.77,s17;s6x1
300138.SZ,20240510,EVENT,-9.5868,12.62,8.747,0.4,s1v2_CHoCH↓
300759.SZ,20240510,EVENT,0.6372,25.201,16.898,1.1,s17
688084.SH,20240517,EVENT,19.6201,51.702,38.612,0.7,s12_in_ote
002289.SZ,20240520,EVENT,0.6579,5.52,3.28,0.28,s15;s10_in_ob;s6x1
300143.SZ,20240506,EVENT,0.4139,7.006,5.415,0.6,s15;s6x3
300335.SZ,20240507,EVENT,7.4642,4.51,3.488,0.0274,s1v2_CHoCH↓;s20;s15;s9_bsl_tight;s10_in_ob;s6x1
301313.SZ,20240508,EVENT,-0.1965,33.051,20.712,0.48,s15;s10_in_ob;s6x3
600778.SH,20240508,EVENT,-0.9529,5.06,3.598,0.35,s15;s6x1
688184.SH,20240508,EVENT,-0.1891,18.46,15.41,0.8,s10_in_ob
600337.SH,20240509,EVENT,-4.7052,2.768,2.093,0.308,s1v2_CHoCH↓;s17;s6x1
000989.SZ,20240510,EVENT,-9.7704,8.94,7.303,1.32,s17;s6x3
688677.SH,20240510,EVENT,-9.8115,56.068,36.064,0.28,s1v2_CHoCH↓;s6x1
688677.SH,20240516,EVENT,-4.3788,56.068,36.204,0.4,s1v2_CHoCH↓
600183_SH.SH,20240513,CONT,3.1803,,,0.0252,s1v2_CHoCH↑;s7v2_up;s18;s16;s5
300910_SZ.SZ,20240514,CONT,-6.9431,,,0.0252,s1v2_CHoCH↑;s7v2_up;s18;s16;s5
601113_SH.SH,20240514,CONT,-8.513,,,0.18,s7v2_up;s16;s5
300702_SZ.SZ,20240515,CONT,-6.9211,,,0.12,s1v2_CHoCH↑;s7v2_up;s5
002155_SZ.SZ,20240516,CONT,8.2538,,,0.045,s7v2_up;s22;s5
002481_SZ.SZ,20240516,CONT,-8.3836,,,0.0038,s1v2_CHoCH↑;s7v2_up;s18;s16;s23;s5
603228_SH.SH,20240516,CONT,-3.3622,,,0.0252,s1v2_CHoCH↑;s7v2_up;s18;s16;s5
000791_SZ.SZ,20240520,CONT,-8.8402,,,0.18,s7v2_up;s16;s5
002569_SZ.SZ,20240520,CONT,-3.7294,,,0.042,s1v2_CHoCH↓;s20;s15;s5
603320_SH.SH,20240520,CONT,-2.1048,,,0.042,s1v2_CHoCH↓;s20;s15;s5
603507_SH.SH,20240520,CONT,0.9066,,,0.0252,s1v2_CHoCH↑;s7v2_up;s18;s16;s5
601825_SH.SH,20240522,CONT,-11.4053,,,0.12,s1v2_CHoCH↑;s7v2_up;s5
000607.SZ,20240507,EVENT,-3.6919,4.581,3.524,0.1232,s1v2_CHoCH↓;s17;s10_in_ob;s4;s6x1
002488.SZ,20240507,EVENT,-5.8091,5.908,4.236,0.25,s15;s4
300575.SZ,20240507,EVENT,1.8669,6.31,5.262,0.098,s24_eqh_target;s15;s9_bsl_tight;s10_in_ob;s4;s6x1
300821.SZ,20240507,EVENT,1.4726,8.145,6.403,0.1225,s15;s9_bsl_tight;s4;s6x1
003016.SZ,20240508,EVENT,4.1841,7.415,5.554,0.0196,s1v2_CHoCH↓;s20;s15;s10_in_ob;s4;s6x1
301037.SZ,20240508,EVENT,-0.1372,11.243,7.368,0.0171,s1v2_CHoCH↓;s20;s15;s9_bsl_tight;s4;s6x1
600180.SH,20240508,EVENT,0.3775,5.132,4.153,0.1848,s17;s8_sweep_bear;s10_in_ob;s4;s6x1
688420.SH,20240508,EVENT,-3.3257,23.614,18.687,0.25,s15;s4
300903.SZ,20240509,EVENT,4.3457,8.45,5.347,0.66,s17;s4;s6x3
301057.SZ,20240509,EVENT,0.7247,12.988,9.199,0.0196,s1v2_CHoCH↓;s20;s15;s9_bsl_tight;s10_in_ob;s4
603153.SH,20240509,EVENT,-7.8974,19.819,14.86,0.0171,s1v2_CHoCH↓;s20;s15;s9_bsl_tight;s4;s6x1
301313.SZ,20240506,EVENT,0.403,33.051,19.081,0.48,s15;s10_in_ob;s6x3
600703.SH,20240507,EVENT,-0.4045,13.342,10.888,0.7,s6x1
002426.SZ,20240510,EVENT,1.3093,1.84,1.366,0.07,s1v2_CHoCH↓;s20;s15
601929.SH,20240606,EVENT,-12.5406,1.4,0.905,0.245,s6x1;s13;s14
605338.SH,20240617,EVENT,-9.6896,15.6,11.825,0.154,s1v2_CHoCH↓;s17;s13;s14
600653.SH,20240603,EVENT,4.6576,1.73,1.364,0.294,s15;s9_bsl_tight;s6x3;s13
301169.SZ,20240605,EVENT,-2.8396,35.68,26.917,0.231,s17;s5;s6x1;s14
002445.SZ,20240613,EVENT,-1.0907,2.05,1.758,0.1386,s17;s8_sweep_bear;s5;s6x1;s14
605151.SH,20240613,EVENT,-3.574,16.25,14.646,0.105,s15;s5;s13;s14
600022.SH,20240617,EVENT,0.2857,1.3,1.105,0.1617,s17;s8_sweep_bear;s6x1;s13;s14
002702.SZ,20240620,EVENT,-3.5921,4.44,3.355,0.2156,s17;s10_in_ob;s6x1;s13;s14
688455.SH,20240620,EVENT,-3.8374,9.31,7.168,0.42,s6x3;s13;s14
300019.SZ,20240621,EVENT,-7.8939,14.27,12.233,0.0171,s1v2_CHoCH↓;s20;s15;s6x1;s13;s14
600234.SH,20240613,EVENT,0.2997,2.58,1.905,0.35,s6x1;s14
002105.SZ,20240617,EVENT,4.133,5.14,3.836,0.2156,s17;s10_in_ob;s12_in_ote;s6x1;s14
600307.SH,20240617,EVENT,-0.2113,1.38,1.091,0.55,s17;s14
601005.SH,20240617,EVENT,-4.535,1.28,1.063,0.231,s17;s5;s13;s14
603333.SH,20240619,EVENT,-7.6647,4.16,2.885,0.35,s6x1;s14
002271.SZ,20240603,EVENT,-8.4132,18.0,12.28,0.539,s17;s12_in_ote;s6x1
688591.SH,20240606,EVENT,8.345,19.343,16.489,0.44,s17;s10_in_ob;s14
002367.SZ,20240614,EVENT,-2.7998,6.751,5.43,0.21,s5;s6x1;s14
688737.SH,20240614,EVENT,-8.0519,21.45,15.896,0.6,s6x3;s14
600130.SH,20240617,EVENT,-0.086,3.49,2.879,0.25,s15;s14
688576.SH,20240619,EVENT,-5.9309,47.897,36.963,0.2695,s17;s6x1;s13;s14
002203.SZ,20240620,EVENT,-5.2922,8.86,7.795,0.132,s1v2_CHoCH↓;s17;s5;s14
301115.SZ,20240604,EVENT,-2.738,16.89,14.937,0.0252,s1v2_CHoCH↓;s20;s15;s8_sweep_bear;s5
600576.SH,20240605,EVENT,-2.3336,5.87,4.997,0.33,s17;s5;s14
002132.SZ,20240614,EVENT,-3.0244,2.73,2.018,0.528,s17;s10_in_ob;s6x3;s14
301207.SZ,20240614,EVENT,-5.6631,21.356,15.354,0.6,s6x3;s14
600699.SH,20240614,EVENT,0.4238,17.627,14.341,0.132,s1v2_CHoCH↓;s17;s5;s14
601880.SH,20240614,EVENT,-1.4729,1.419,1.216,0.0672,s1v2_CHoCH↓;s10_in_ob;s5;s6x1;s14
300597.SZ,20240617,EVENT,10.8356,7.462,5.995,0.6,s6x3;s14
688455.SH,20240617,EVENT,1.1136,9.31,7.174,0.528,s17;s10_in_ob;s6x3;s14
000672.SZ,20240619,EVENT,1.2249,5.919,4.625,0.5,s14
002132.SZ,20240619,EVENT,-6.6096,2.73,2.02,0.528,s17;s10_in_ob;s6x3;s14
688236.SH,20240619,EVENT,-1.4751,23.148,14.267,0.084,s1v2_CHoCH↓;s5;s6x1;s14
000510.SZ,20240620,EVENT,0.0041,4.02,2.545,0.308,s17;s10_in_ob;s6x1;s14
000672.SZ,20240620,EVENT,2.0385,5.919,4.625,0.5,s14
603153.SH,20240620,EVENT,-6.183,19.039,15.733,0.44,s17;s10_in_ob;s14
603863.SH,20240620,EVENT,4.4413,44.79,13.656,0.5,s14
688232.SH,20240620,EVENT,-4.4588,21.853,18.024,0.1225,s15;s12_in_ote;s6x1;s14
600992_SH.SH,20240617,CONT,-3.9661,,,0.06,s1v2_CHoCH↑;s7v2_up;s5;s14
301248.SZ,20240606,EVENT,-3.1481,17.841,12.697,0.0462,s1v2_CHoCH↓;s17;s4;s5;s6x1;s14
002932.SZ,20240611,EVENT,-2.6753,20.221,17.103,0.0554,s1v2_CHoCH↓;s17;s12_in_ote;s4;s5;s6x3;s14
002570.SZ,20240614,EVENT,-6.2309,3.29,2.414,0.14,s10_in_ob;s4;s6x1;s14
000882.SZ,20240617,EVENT,-9.5978,1.51,1.034,0.21,s12_in_ote;s4;s6x3;s14
300841.SZ,20240618,EVENT,-3.427,64.423,51.89,0.0011,s24_eql_risk;s1v2_CHoCH↑;s7v2_up;s19;s4;s5;s6x1;s14
000795.SZ,20240619,EVENT,-4.7738,5.925,5.098,0.1584,s1v2_CHoCH↓;s17;s5;s6x3;s14
002700_SZ.SZ,20240701,CONT,14.6357,,,0.09,s7v2_up;s16;s5;s14
002700_SZ.SZ,20240708,CONT,23.7079,,,0.09,s7v2_up;s16;s5;s14
002255.SZ,20240816,EVENT,-3.1704,4.92,4.274,0.1617,s17;s5;s6x1;s13;s14
688211.SH,20240808,EVENT,-4.019,24.6,23.013,0.0706,s8_sweep_bear;s10_in_ob;s5;s6x1;s13;s14
000981.SZ,20240805,EVENT,-15.8356,1.4,0.728,0.0011,s1v2_CHoCH↑;s7v2_up;s18;s16;s23;s9_bsl_tight;s6x1;s13;s14
002706.SZ,20240805,EVENT,-1.82,7.362,5.71,0.084,s15;s10_in_ob;s5;s6x1;s14
600955.SH,20240807,EVENT,-4.5581,14.61,13.282,0.0588,s15;s10_in_ob;s12_in_ote;s5;s6x1;s14
688067.SH,20240807,EVENT,-6.0515,13.937,12.361,0.14,s15;s10_in_ob;s6x1;s14
300770.SZ,20240808,EVENT,0.6872,28.574,24.521,0.25,s15;s14
000538.SZ,20240809,EVENT,2.2671,48.8,43.429,0.0096,s1v2_CHoCH↓;s20;s15;s9_bsl_tight;s10_in_ob;s6x1;s13;s14
002996.SZ,20240809,EVENT,-5.6483,6.122,4.928,0.0862,s1v2_CHoCH↓;s17;s10_in_ob;s12_in_ote;s6x1;s14
600256.SH,20240812,EVENT,4.0851,5.525,4.902,0.25,s15;s14
601966.SH,20240812,EVENT,-5.7839,17.988,15.124,0.1848,s17;s8_sweep_bear;s10_in_ob;s6x1;s14
001330.SZ,20240830,EVENT,-0.5997,4.63,4.092,0.126,s8_sweep_bear;s5;s6x1;s14
301035.SZ,20240807,EVENT,-7.0512,33.295,25.922,0.0062,s1v2_CHoCH↑;s7v2_up;s18;s16;s8_sweep_bear;s9_bsl_tight;s6x1;s14
688371.SH,20240807,EVENT,7.093,11.581,8.327,0.098,s15;s10_in_ob;s12_in_ote;s13;s14
002706.SZ,20240808,EVENT,-6.0845,6.152,5.454,0.2,s15;s10_in_ob;s14
002870.SZ,20240809,EVENT,2.5439,29.625,26.332,0.385,s17;s6x1;s14
600256.SH,20240809,EVENT,0.5542,5.525,4.901,0.25,s15;s14
688371.SH,20240809,EVENT,0.7303,9.861,8.323,0.168,s15;s10_in_ob;s12_in_ote;s6x3;s14
002455.SZ,20240812,EVENT,-4.0221,8.86,7.003,0.21,s5;s6x1;s14
300432.SZ,20240813,EVENT,1.4077,4.593,3.934,0.14,s15;s10_in_ob;s6x1;s14
688475.SH,20240814,EVENT,-2.0543,28.94,25.868,0.0647,s1v2_CHoCH↓;s17;s5;s6x1;s13;s14
688310.SH,20240816,EVENT,1.087,11.35,9.48,0.0672,s1v2_CHoCH↓;s8_sweep_bear;s10_in_ob;s6x1;s14
605056.SH,20240822,EVENT,7.9197,9.305,8.302,0.21,s15;s5;s6x1
002493.SZ,20240823,EVENT,-1.3514,9.16,8.321,0.2772,s17;s8_sweep_bear;s5;s6x1
603815.SH,20240826,EVENT,7.2137,5.516,4.933,0.3234,s17;s12_in_ote;s5;s6x1
688080.SH,20240826,EVENT,1.4011,29.47,22.566,0.35,s15;s13
300982.SZ,20240805,EVENT,0.3629,16.856,15.401,0.0012,s24_eql_risk;s1v2_CHoCH↑;s7v2_up;s19;s8_sweep_bear;s9_bsl_tight;s10_in_ob;s6x1;s14
688499.SH,20240805,EVENT,-8.1738,19.58,17.208,0.084,s15;s8_sweep_bear;s10_in_ob;s6x1;s14
300376.SZ,20240807,EVENT,-14.389,2.887,2.379,0.35,s6x1;s14
688610.SH,20240807,EVENT,-4.9406,31.0,27.07,0.0672,s1v2_CHoCH↓;s10_in_ob;s5;s6x1;s14
603033.SH,20240808,EVENT,-2.5647,11.58,9.956,0.1848,s17;s10_in_ob;s5;s6x1;s14
688400.SH,20240808,EVENT,-0.246,14.941,13.134,0.168,s8_sweep_bear;s10_in_ob;s6x1;s14
688598.SH,20240808,EVENT,-11.2468,17.29,15.098,0.042,s1v2_CHoCH↑;s7v2_up;s8_sweep_bear;s6x1;s14
