symbol,entry_date,src,net_pnl_pct,tp,sl,v23_weight_v2,v23_flags_v2
688420.SH,20240105,EVENT,-8.8198,27.504,23.255,0.168,s15;s10_in_ob;s12_in_ote;s4;s6x3
688093.SH,20240109,EVENT,-4.5996,16.82,14.829,0.0554,s1v2_CHoCH↓;s17;s12_in_ote;s4;s5;s6x3;s14
002555.SZ,20240117,EVENT,-5.8955,22.567,14.376,0.12,s1v2_CHoCH↓;s4;s6x3;s14
603727.SH,20240131,EVENT,-10.6743,12.486,9.836,0.33,s17;s4;s6x3;s14
002640.SZ,20240102,EVENT,-2.3567,4.52,3.676,0.0554,s1v2_CHoCH↓;s17;s8_sweep_bear;s5;s6x1;s14
600623.SH,20240110,EVENT,-0.8113,6.25,5.876,0.0158,s24_eql_risk;s15;s5;s6x1;s14
600803.SH,20240110,EVENT,2.4344,14.485,12.407,0.07,s1v2_CHoCH↑;s7v2_up;s6x1;s14
688349.SH,20240206,EVENT,0.5238,21.181,16.597,0.42,s6x3;s13;s14
002093.SZ,20240219,EVENT,12.5788,7.43,6.132,0.588,s12_in_ote;s6x3;s13
300685.SZ,20240219,EVENT,5.3305,19.666,15.935,0.539,s17;s6x1;s13
688068.SH,20240219,EVENT,2.7463,41.49,30.905,0.3234,s17;s5;s6x1;s13
688237.SH,20240223,EVENT,4.4082,37.434,13.472,0.924,s17;s6x3;s13
301353.SZ,20240227,EVENT,-2.5242,18.769,9.246,0.84,s6x3;s13
301225.SZ,20240228,EVENT,-0.4749,26.178,12.227,0.0037,s1v2_CHoCH↑;s7v2_up;s18;s16;s23;s9_bsl_tight;s6x3;s13
300835.SZ,20240201,EVENT,-3.4389,29.875,21.227,0.252,s5;s6x3;s13;s14
002266.SZ,20240207,EVENT,7.4661,3.52,2.961,0.245,s15;s9_bsl_tight;s13
300054.SZ,20240207,EVENT,9.4239,24.11,17.225,0.7,s13
300171.SZ,20240207,EVENT,10.3431,17.657,13.791,0.5544,s17;s5;s6x3;s13
300285.SZ,20240207,EVENT,1.6283,23.053,17.079,0.35,s15;s13
002008.SZ,20240208,EVENT,0.174,19.32,16.805,0.42,s15;s6x3;s13
300910.SZ,20240208,EVENT,-1.6818,37.189,24.13,0.42,s15;s6x3;s13
600109.SH,20240208,EVENT,0.1131,8.801,7.508,0.0031,s1v2_CHoCH↑;s7v2_up;s18;s16;s23;s6x1;s13
688596.SH,20240208,EVENT,13.8809,36.008,30.205,0.21,s15;s5;s13
688646.SH,20240219,EVENT,5.7879,35.206,26.974,0.252,s15;s5;s6x3;s13
300143.SZ,20240220,EVENT,0.2419,7.661,4.762,0.3696,s1v2_CHoCH↓;s17;s6x3;s13
001228.SZ,20240221,EVENT,9.0165,32.4,17.525,0.84,s6x3;s13
002885.SZ,20240221,EVENT,10.2801,17.249,8.682,1.2,s6x3
301085.SZ,20240221,EVENT,19.1961,57.352,29.138,0.49,s6x1;s13
002093.SZ,20240222,EVENT,9.5353,7.43,4.78,0.6,s15;s6x3
603626.SH,20240222,EVENT,11.3687,9.27,3.842,0.308,s1v2_CHoCH↓;s17;s6x1
002312.SZ,20240223,EVENT,-1.1487,6.99,4.667,0.0384,s1v2_CHoCH↑;s7v2_up;s9_bsl_tight;s10_in_ob;s11_mss_bull_fresh;s6x1;s13
003004.SZ,20240223,EVENT,20.2876,31.582,12.008,0.28,s1v2_CHoCH↓;s13
603111.SH,20240223,EVENT,12.6103,5.276,2.93,0.21,s24_eqh_target;s15;s8_sweep_bear;s13
301366.SZ,20240226,EVENT,11.349,21.215,10.982,0.924,s17;s6x3;s13
002520.SZ,20240228,EVENT,-6.5425,6.47,3.179,0.77,s17;s6x1
300100.SZ,20240228,EVENT,-0.2339,11.88,5.037,0.4,s1v2_CHoCH↓
301072.SZ,20240228,EVENT,13.2575,24.83,10.551,0.924,s17;s6x3;s13
002098.SZ,20240229,EVENT,9.9904,7.02,3.756,0.528,s1v2_CHoCH↓;s17;s6x3
300597.SZ,20240229,EVENT,11.2254,9.272,4.904,1.2,s6x3
301248.SZ,20240229,EVENT,18.5393,16.961,7.58,0.84,s6x3;s13
688244.SH,20240229,EVENT,5.8818,25.566,11.065,0.7392,s17;s10_in_ob;s6x3;s13
002180.SZ,20240202,EVENT,-4.6244,23.09,18.004,0.2772,s17;s5;s6x3;s13;s14
300702.SZ,20240202,EVENT,-4.5123,20.0,16.018,0.1584,s1v2_CHoCH↓;s17;s5;s6x3;s14
603990.SH,20240202,EVENT,-19.5712,12.58,9.684,0.245,s6x1;s13;s14
688069.SH,20240202,EVENT,-12.4038,13.937,10.379,0.462,s17;s6x3;s13;s14
688606.SH,20240202,EVENT,-9.5947,81.1,53.396,0.0231,s24_eql_risk;s1v2_CHoCH↓;s17;s6x1;s14
000036.SZ,20240205,EVENT,-11.794,3.68,3.085,0.1008,s1v2_CHoCH↓;s5;s6x3;s13;s14
300128.SZ,20240205,EVENT,-13.5212,4.5,3.375,0.1225,s15;s6x1;s13;s14
000869.SZ,20240207,EVENT,9.3268,23.43,20.867,0.2587,s17;s10_in_ob;s5;s6x1;s13
002008.SZ,20240207,EVENT,8.8099,19.32,16.841,0.504,s5;s6x3;s13
002532.SZ,20240207,EVENT,10.4622,4.87,3.87,0.336,s15;s10_in_ob;s6x3;s13
002635.SZ,20240207,EVENT,11.1055,16.3,10.942,0.168,s1v2_CHoCH↓;s5;s13
300128.SZ,20240207,EVENT,20.3522,4.5,3.345,0.35,s15;s13
300997.SZ,20240207,EVENT,21.5435,13.228,10.309,0.4435,s17;s10_in_ob;s5;s6x3;s13
301071.SZ,20240207,EVENT,9.6276,30.228,24.37,0.288,s15;s10_in_ob;s5;s6x3
600497.SH,20240207,EVENT,6.4053,4.691,3.923,0.3773,s17;s9_bsl_tight;s6x1;s13
600884.SH,20240207,EVENT,4.7077,13.76,10.371,0.42,s5;s13
601969.SH,20240207,EVENT,21.2073,6.283,4.977,0.504,s5;s6x3;s13
688739.SH,20240207,EVENT,3.5306,30.969,25.428,0.147,s15;s5;s6x1;s13
300054.SZ,20240208,EVENT,8.1808,24.11,17.174,0.7,s13
300285.SZ,20240208,EVENT,-2.7736,23.053,17.007,0.35,s15;s13
300463.SZ,20240208,EVENT,6.9316,14.973,11.612,0.42,s5;s13
300997.SZ,20240208,EVENT,15.9465,13.228,10.278,0.7392,s17;s10_in_ob;s6x3;s13
600120.SH,20240208,EVENT,2.8623,3.499,2.953,0.0294,s1v2_CHoCH↓;s20;s15;s8_sweep_bear;s6x1
002635.SZ,20240219,EVENT,10.3078,16.3,10.917,0.48,s1v2_CHoCH↓;s6x3
300171.SZ,20240219,EVENT,-0.5752,17.657,13.725,0.924,s17;s6x3;s13
300997.SZ,20240219,EVENT,11.7517,13.168,10.271,0.924,s17;s6x3;s13
600210.SH,20240219,EVENT,0.0792,3.89,3.173,0.245,s15;s6x1;s13
603039.SH,20240219,EVENT,2.6034,38.911,28.211,0.245,s15;s6x1;s13
688088.SH,20240219,EVENT,-2.9683,41.364,27.215,0.2016,s1v2_CHoCH↓;s5;s6x3;s13
688298.SH,20240219,EVENT,-3.466,36.18,28.596,0.7,s13
600075.SH,20240220,EVENT,2.7139,4.38,3.572,0.1715,s15;s12_in_ote;s6x1;s13
301150.SZ,20240221,EVENT,3.7442,12.801,7.009,0.49,s6x1;s13
603096.SH,20240221,EVENT,9.17,18.326,9.329,0.539,s17;s6x1;s13
688232.SH,20240221,EVENT,2.4755,36.133,16.678,0.44,s1v2_CHoCH↓;s17
300903.SZ,20240222,EVENT,31.2737,10.13,4.22,1.2,s6x3
301225.SZ,20240222,EVENT,15.6263,26.178,12.288,0.77,s17;s6x1
301270.SZ,20240222,EVENT,6.0919,34.226,18.114,0.336,s1v2_CHoCH↓;s6x3;s13
600645.SH,20240222,EVENT,0.9807,19.23,12.419,1.32,s17;s6x3
603596.SH,20240222,EVENT,0.7211,32.934,21.144,0.42,s8_sweep_bear;s13
688593.SH,20240222,EVENT,5.9818,14.706,7.22,0.4,s1v2_CHoCH↓
001299.SZ,20240223,EVENT,9.9431,16.04,7.892,1.1,s17
002796.SZ,20240223,EVENT,24.4566,11.48,5.07,1.1,s17
300135.SZ,20240223,EVENT,5.7779,3.29,1.452,1.1,s17
300915.SZ,20240223,EVENT,-1.0384,22.682,13.372,0.7,s13
301322.SZ,20240223,EVENT,1.6251,29.802,15.995,0.245,s15;s12_in_ote;s13
603119.SH,20240223,EVENT,10.9629,14.277,10.259,0.5,s15
688195.SH,20240223,EVENT,9.4854,25.833,10.519,0.28,s1v2_CHoCH↓;s6x1
300597.SZ,20240226,EVENT,2.8111,9.272,4.91,1.0,none
300786.SZ,20240226,EVENT,7.3233,20.21,6.908,1.32,s17;s6x3
300801.SZ,20240226,EVENT,2.431,16.245,9.462,0.48,s1v2_CHoCH↓;s6x3
300828.SZ,20240226,EVENT,11.337,15.394,6.146,1.2,s6x3
301116.SZ,20240226,EVENT,3.793,12.761,6.751,1.2,s6x3
301225.SZ,20240226,EVENT,2.5283,26.178,12.237,0.77,s17;s13
603028.SH,20240226,EVENT,5.5648,11.346,4.532,0.49,s6x1;s13
603629.SH,20240226,EVENT,10.9389,22.241,9.872,1.32,s17;s6x3
002796.SZ,20240227,EVENT,6.9634,11.48,5.06,1.32,s17;s6x3
301085.SZ,20240227,EVENT,-3.4325,57.352,28.961,0.42,s15;s6x3;s13
301125.SZ,20240227,EVENT,17.01,9.727,3.645,0.7,s13
301158.SZ,20240227,EVENT,3.2037,11.766,5.979,1.2,s6x3
688455.SH,20240227,EVENT,-2.5793,12.89,6.977,0.49,s6x1;s13
301282.SZ,20240228,EVENT,-5.7677,17.509,7.255,0.6,s15;s6x3
600580.SH,20240228,EVENT,-0.3441,8.702,7.881,0.0148,s1v2_CHoCH↑;s7v2_up;s18;s16;s8_sweep_bear;s9_bsl_tight;s11_mss_bull_fresh;s6x3
688618.SH,20240228,EVENT,-7.346,34.945,18.508,0.84,s6x3;s13
002436.SZ,20240229,EVENT,8.9926,14.84,7.856,0.56,s10_in_ob;s6x1
300095.SZ,20240229,EVENT,8.5767,8.169,4.448,1.32,s17;s6x3
300405.SZ,20240229,EVENT,0.7974,8.39,3.005,0.48,s1v2_CHoCH↓;s6x3
300981.SZ,20240229,EVENT,7.3386,11.449,6.138,0.28,s1v2_CHoCH↓;s6x1
300985.SZ,20240229,EVENT,12.0101,25.951,13.112,0.3696,s1v2_CHoCH↓;s17;s6x3;s13
301300.SZ,20240229,EVENT,22.0613,29.324,11.425,1.2,s6x3
688143.SH,20240229,EVENT,1.589,33.08,13.179,1.32,s17;s6x3
688320.SH,20240229,EVENT,15.3648,45.14,19.76,1.0,none
688383.SH,20240229,EVENT,9.5067,111.463,50.501,0.6,s15;s6x3
688432.SH,20240229,EVENT,8.6059,11.425,7.035,1.056,s17;s10_in_ob;s6x3
688543.SH,20240229,EVENT,8.3346,29.576,17.234,1.2,s6x3
002373.SZ,20240201,EVENT,-2.5872,12.398,8.422,0.36,s5;s6x3;s14
300702.SZ,20240201,EVENT,-1.551,21.98,16.039,0.1584,s1v2_CHoCH↓;s17;s5;s6x3;s14
600572.SH,20240201,EVENT,-6.5235,5.078,3.697,0.6,s6x3;s14
300997.SZ,20240202,EVENT,-7.4224,13.228,10.503,0.2695,s17;s6x1;s13;s14
600989.SH,20240202,EVENT,-1.4112,13.66,11.821,0.231,s17;s5;s6x1;s14
688383.SH,20240202,EVENT,-10.6011,111.463,60.957,0.14,s1v2_CHoCH↓;s6x1;s14
000878.SZ,20240207,EVENT,6.3051,11.12,9.241,0.0343,s1v2_CHoCH↓;s20;s15;s9_bsl_tight;s6x1
002506.SZ,20240207,EVENT,13.4187,2.87,2.335,0.48,s10_in_ob;s5
688333.SH,20240207,EVENT,16.243,77.532,49.694,0.6336,s17;s10_in_ob;s5;s6x3
002274.SZ,20240208,EVENT,10.6907,7.84,6.577,0.1715,s15;s12_in_ote;s6x1;s13
002402.SZ,20240208,EVENT,10.7276,14.132,10.321,1.0,none
002683.SZ,20240208,EVENT,0.4322,17.194,14.052,0.35,s15;s13
002895.SZ,20240208,EVENT,10.8289,15.891,11.173,0.6,s15;s6x3
002925.SZ,20240208,EVENT,9.5865,18.862,13.292,1.0,none
300138.SZ,20240208,EVENT,4.4358,13.49,9.783,0.42,s15;s6x3;s13
300233.SZ,20240208,EVENT,17.7355,15.12,11.995,0.5544,s17;s5;s6x3;s13
600536.SH,20240208,EVENT,22.2589,39.42,24.608,0.245,s15;s12_in_ote;s6x1
000818.SZ,20240219,EVENT,0.715,29.25,23.236,0.3,s15;s8_sweep_bear
300128.SZ,20240219,EVENT,0.7783,4.5,3.299,0.42,s15;s6x3;s13
300664.SZ,20240219,EVENT,-2.852,5.19,4.31,0.792,s17;s5;s6x3
603416.SH,20240219,EVENT,-1.0686,35.365,23.742,0.3234,s17;s5;s6x1;s13
605183.SH,20240219,EVENT,6.4054,13.607,10.941,0.504,s5;s6x3;s13
300035.SZ,20240220,EVENT,7.5293,9.598,5.646,1.2,s6x3
300395.SZ,20240220,EVENT,7.8138,42.051,20.514,1.32,s17;s6x3
301370.SZ,20240220,EVENT,6.2487,16.119,12.156,0.6,s5
603067.SH,20240220,EVENT,2.7161,6.821,5.474,0.3,s15;s5
688166.SH,20240220,EVENT,15.569,34.942,24.713,0.3528,s9_bsl_tight;s5;s6x3;s13
002402.SZ,20240221,EVENT,4.3347,14.132,8.044,0.84,s6x3;s13
002457.SZ,20240221,EVENT,0.3094,8.295,5.15,0.1764,s15;s8_sweep_bear;s9_bsl_tight;s6x3;s13
002820.SZ,20240221,EVENT,8.869,11.674,5.951,1.0,none
300054.SZ,20240221,EVENT,3.8618,24.11,14.529,1.2,s6x3
300656.SZ,20240221,EVENT,1.7421,24.59,14.994,0.42,s15;s12_in_ote;s6x3
301063.SZ,20240221,EVENT,20.6775,22.182,9.538,1.2,s6x3
301206.SZ,20240221,EVENT,-2.8978,25.962,17.532,1.0,none
301317.SZ,20240221,EVENT,24.6896,18.095,8.488,1.2,s6x3
301335.SZ,20240221,EVENT,10.3673,21.068,12.03,1.0,none
600212.SH,20240221,EVENT,13.5845,7.4,4.081,0.48,s1v2_CHoCH↓;s6x3
603111.SH,20240221,EVENT,27.3513,5.276,2.939,0.77,s17;s6x1
603166.SH,20240221,EVENT,9.046,6.57,3.54,1.2,s6x3
603324.SH,20240221,EVENT,4.288,26.353,13.989,0.4,s1v2_CHoCH↓
688237.SH,20240221,EVENT,7.8564,37.434,13.46,1.32,s17;s6x3
688255.SH,20240221,EVENT,21.0842,22.926,10.845,1.2,s6x3
688291.SH,20240221,EVENT,16.0495,28.207,12.842,1.32,s17;s6x3
688435.SH,20240221,EVENT,23.8779,67.7,22.832,1.2,s6x3
688478.SH,20240221,EVENT,3.91,52.244,22.286,0.4,s1v2_CHoCH↓
688498.SH,20240221,EVENT,20.8127,106.921,50.165,0.924,s17;s6x3;s13
001205.SZ,20240222,EVENT,6.9331,16.72,9.859,1.32,s17;s6x3
003019.SZ,20240222,EVENT,5.7335,20.797,11.937,0.5,s15
300162.SZ,20240222,EVENT,11.4617,8.73,3.363,0.48,s1v2_CHoCH↓;s6x3
300642.SZ,20240222,EVENT,1.7279,16.895,9.034,1.2,s6x3
300643.SZ,20240222,EVENT,9.3845,11.482,5.882,1.32,s17;s6x3
300978.SZ,20240222,EVENT,10.3234,12.3,6.257,0.77,s17;s6x1
301065.SZ,20240222,EVENT,6.8142,21.996,10.501,1.2,s6x3
301280.SZ,20240222,EVENT,25.5601,19.2,10.23,0.48,s1v2_CHoCH↓;s6x3
600080.SH,20240222,EVENT,18.8741,7.742,4.267,0.49,s6x1;s13
600986.SH,20240222,EVENT,9.2804,5.16,3.261,0.35,s15;s6x1
603008.SH,20240222,EVENT,11.5673,16.36,10.726,0.77,s17;s6x1
603629.SH,20240222,EVENT,17.6311,22.241,9.861,1.32,s17;s6x3
605060.SH,20240222,EVENT,-0.1365,17.835,10.595,1.2,s6x3
688173.SH,20240222,EVENT,36.2719,17.7,7.329,1.1,s17
688432.SH,20240222,EVENT,8.6383,11.425,7.027,1.1,s17
688486.SH,20240222,EVENT,10.2446,43.276,20.361,0.924,s17;s6x3;s13
688628.SH,20240222,EVENT,3.7926,34.525,21.438,1.1,s17
688699.SH,20240222,EVENT,10.1437,40.9,18.981,1.32,s17;s6x3
002910.SZ,20240223,EVENT,1.2663,11.25,5.314,1.2,s6x3
300074.SZ,20240223,EVENT,16.8201,4.72,2.249,1.2,s6x3
300378.SZ,20240223,EVENT,9.2436,21.312,11.726,0.245,s15;s12_in_ote;s6x1
300897.SZ,20240223,EVENT,10.8715,11.664,5.269,0.48,s1v2_CHoCH↓;s6x3
301068.SZ,20240223,EVENT,3.7606,17.367,8.173,0.42,s15;s12_in_ote;s6x3
301085.SZ,20240223,EVENT,1.8903,57.352,29.117,0.77,s17;s13
600199.SH,20240223,EVENT,7.7539,17.51,11.314,0.77,s17;s6x1
600543.SH,20240223,EVENT,8.0321,6.2,3.745,0.44,s1v2_CHoCH↓;s17
603356.SH,20240223,EVENT,14.9893,15.18,7.74,0.48,s1v2_CHoCH↓;s6x3
688356.SH,20240223,EVENT,2.7948,106.938,56.502,1.1,s17
688519.SH,20240223,EVENT,11.8278,25.582,10.141,1.32,s17;s6x3
688528.SH,20240223,EVENT,9.0848,11.47,4.424,1.0,none
300232.SZ,20240226,EVENT,-0.7622,7.01,4.438,0.049,s1v2_CHoCH↓;s20;s15;s12_in_ote
300331.SZ,20240226,EVENT,5.2826,27.2,10.943,0.48,s1v2_CHoCH↓;s6x3
300448.SZ,20240226,EVENT,9.8248,5.387,2.428,1.2,s6x3
300629.SZ,20240226,EVENT,12.1887,21.972,11.991,1.0,none
300688.SZ,20240226,EVENT,1.4699,30.795,15.476,0.245,s15;s12_in_ote;s13
300845.SZ,20240226,EVENT,4.3561,9.978,3.522,1.32,s17;s6x3
300912.SZ,20240226,EVENT,3.4177,18.0,7.69,1.2,s6x3
301033.SZ,20240226,EVENT,3.387,42.758,19.307,1.2,s6x3
301059.SZ,20240226,EVENT,6.178,11.383,4.98,1.2,s6x3
301222.SZ,20240226,EVENT,5.7781,21.039,9.503,1.2,s6x3
301389.SZ,20240226,EVENT,12.9871,18.257,7.617,0.528,s1v2_CHoCH↓;s17;s6x3
600232.SH,20240226,EVENT,13.1653,6.36,2.683,1.0,none
600525.SH,20240226,EVENT,2.8664,4.88,3.383,0.77,s17;s6x1
600699.SH,20240226,EVENT,-0.5099,16.427,11.513,0.66,s17;s8_sweep_bear
603017.SH,20240226,EVENT,-0.3196,9.965,5.397,1.1,s17
603321.SH,20240226,EVENT,4.1251,8.605,3.959,0.28,s1v2_CHoCH↓;s6x1
603687.SH,20240226,EVENT,7.3328,11.754,6.942,0.6,s15;s6x3
603726.SH,20240226,EVENT,14.0364,13.805,6.23,1.2,s6x3
688383.SH,20240226,EVENT,3.7165,111.463,50.454,0.5,s15
688478.SH,20240226,EVENT,-0.5297,52.244,22.396,0.48,s1v2_CHoCH↓;s6x3
300124.SZ,20240227,EVENT,7.1965,63.621,51.389,0.35,s15;s6x1
300546.SZ,20240227,EVENT,6.7498,15.36,6.825,1.0,none
300686.SZ,20240227,EVENT,17.1515,10.71,3.784,1.0,none
301123.SZ,20240227,EVENT,2.6704,23.583,10.252,1.1,s17
301397.SZ,20240227,EVENT,1.0718,43.05,22.945,1.32,s17;s6x3
688032.SH,20240227,EVENT,3.677,197.42,93.343,0.28,s1v2_CHoCH↓;s6x1
688133.SH,20240227,EVENT,-0.4033,33.751,16.512,0.77,s17;s6x1
001360.SZ,20240228,EVENT,-2.1919,18.22,9.464,1.32,s17;s6x3
002671.SZ,20240228,EVENT,-1.2848,6.38,2.746,0.7,s6x1
300405.SZ,20240228,EVENT,-3.0843,8.39,2.992,0.48,s1v2_CHoCH↓;s6x3
300447.SZ,20240228,EVENT,2.8389,14.535,7.431,0.5,s15
300538.SZ,20240228,EVENT,1.0742,20.39,8.765,0.28,s1v2_CHoCH↓;s6x1
300836.SZ,20240228,EVENT,16.0811,19.549,7.467,1.2,s6x3
603626.SH,20240228,EVENT,1.6097,9.27,3.853,0.44,s1v2_CHoCH↓;s17
605018.SH,20240228,EVENT,-1.6595,14.206,5.542,1.0,none
688317.SH,20240228,EVENT,-5.7835,18.661,11.925,1.2,s6x3
688593.SH,20240228,EVENT,-6.1208,14.706,7.251,0.48,s1v2_CHoCH↓;s6x3
001299.SZ,20240229,EVENT,16.8977,16.04,7.914,1.32,s17;s6x3
002769.SZ,20240229,EVENT,7.8543,7.874,3.693,1.2,s6x3
002899.SZ,20240229,EVENT,16.5072,16.573,8.142,0.528,s1v2_CHoCH↓;s17;s6x3
300166.SZ,20240229,EVENT,9.7566,8.9,5.447,0.6,s15;s6x3
301125.SZ,20240229,EVENT,35.596,9.727,3.622,0.84,s6x3;s13
301130.SZ,20240229,EVENT,17.5159,27.959,13.686,1.2,s6x3
301362.SZ,20240229,EVENT,12.3873,25.24,13.787,1.2,s6x3
600543.SH,20240229,EVENT,13.9448,6.2,3.734,0.528,s1v2_CHoCH↓;s17;s6x3
688081.SH,20240229,EVENT,11.7186,17.56,6.278,0.44,s1v2_CHoCH↓;s17
688362.SH,20240229,EVENT,9.4656,25.01,14.099,1.32,s17;s6x3
688536.SH,20240229,EVENT,2.4739,149.636,77.957,0.792,s17;s8_sweep_bear;s6x3
688610.SH,20240229,EVENT,26.1724,51.904,21.829,1.32,s17;s6x3
688630.SH,20240229,EVENT,4.0402,77.574,40.784,0.4,s1v2_CHoCH↓
688018.SH,20240201,EVENT,-3.0171,104.23,79.168,0.36,s5;s6x3;s14
688069.SH,20240201,EVENT,-8.9829,13.952,10.411,0.462,s17;s12_in_ote;s6x3;s14
688072.SH,20240201,EVENT,-0.8688,181.572,107.78,0.21,s5;s6x1;s14
688281.SH,20240201,EVENT,-1.1339,51.955,35.299,0.21,s5;s6x1;s14
000404.SZ,20240202,EVENT,-5.0578,5.36,4.199,0.36,s5;s6x3;s14
301071.SZ,20240202,EVENT,-4.3499,30.228,24.473,0.36,s5;s6x3;s14
600351.SH,20240202,EVENT,-4.3611,7.08,5.539,0.396,s17;s5;s6x3;s14
600739.SH,20240202,EVENT,-4.7284,11.651,9.443,0.33,s17;s5;s14
601003.SH,20240202,EVENT,-5.8255,3.44,2.593,0.462,s17;s12_in_ote;s6x3;s14
300129.SZ,20240205,EVENT,-8.9925,9.35,7.332,0.154,s1v2_CHoCH↓;s17;s6x1;s14
601003.SH,20240205,EVENT,-5.7389,3.19,2.592,0.396,s17;s5;s6x3;s14
600337.SH,20240206,EVENT,-2.4717,2.838,2.334,0.0924,s1v2_CHoCH↓;s17;s5;s6x1;s14
001289.SZ,20240207,EVENT,1.0263,20.2,17.198,0.0588,s1v2_CHoCH↓;s20;s15;s6x3;s13
600022.SH,20240207,EVENT,4.6658,1.39,1.228,0.245,s15;s6x1;s13
600031.SH,20240207,EVENT,1.2466,12.715,11.405,1.0,s24_eqh_target
601003.SH,20240207,EVENT,-0.9033,3.19,2.581,0.792,s17;s5;s6x3
688147.SH,20240207,EVENT,12.7877,36.479,29.379,0.539,s17;s12_in_ote;s6x1
002424.SZ,20240208,EVENT,5.0511,8.35,7.367,0.42,s5;s6x1
002484.SZ,20240208,EVENT,10.299,15.876,13.983,0.0294,s1v2_CHoCH↓;s20;s15;s12_in_ote;s5
003012.SZ,20240208,EVENT,3.5691,7.739,6.294,0.3696,s17;s10_in_ob;s5;s13
601003.SH,20240208,EVENT,9.4579,3.19,2.577,0.792,s17;s5;s6x3
603558.SH,20240208,EVENT,8.8663,8.955,6.949,0.2156,s1v2_CHoCH↓;s17;s12_in_ote;s6x1
000534.SZ,20240219,EVENT,0.4287,12.341,9.949,0.77,s17;s12_in_ote
002111.SZ,20240219,EVENT,12.1904,9.4,7.054,0.5544,s17;s5;s6x3;s13
002252.SZ,20240219,EVENT,4.8659,8.6,6.398,0.2156,s1v2_CHoCH↓;s17;s9_bsl_tight;s6x1
002627.SZ,20240219,EVENT,4.1222,5.254,4.304,0.72,s5;s6x3
301325.SZ,20240219,EVENT,0.8973,65.092,49.149,0.48,s1v2_CHoCH↓;s6x3
605060.SH,20240219,EVENT,1.0744,17.835,13.448,1.0,none
000544.SZ,20240220,EVENT,0.9345,6.71,5.31,0.245,s15;s6x1;s13
002687.SZ,20240220,EVENT,11.9759,5.331,4.226,0.792,s17;s5;s6x3
301196.SZ,20240220,EVENT,6.578,23.818,18.525,0.72,s5;s6x3
001283.SZ,20240221,EVENT,2.4828,55.58,25.358,0.48,s1v2_CHoCH↓;s6x3
002092.SZ,20240221,EVENT,-0.1824,6.25,3.998,0.245,s15;s12_in_ote;s6x1
002117.SZ,20240221,EVENT,0.5545,8.63,5.189,0.42,s15;s12_in_ote;s6x3
002132.SZ,20240221,EVENT,2.9618,3.57,1.938,1.2,s6x3
002249.SZ,20240221,EVENT,7.1234,4.96,3.588,0.35,s15;s6x1
002664.SZ,20240221,EVENT,13.4636,17.47,8.917,0.77,s17;s6x1
300463.SZ,20240221,EVENT,0.1939,14.973,9.296,0.6,s15;s6x3
300897.SZ,20240221,EVENT,19.363,11.664,5.273,0.4,s1v2_CHoCH↓
301160.SZ,20240221,EVENT,6.5969,19.281,10.795,1.32,s17;s6x3
600643.SH,20240221,EVENT,-1.5832,5.56,3.659,0.056,s1v2_CHoCH↓;s20;s15;s10_in_ob
600645.SH,20240221,EVENT,1.997,19.23,12.416,1.32,s17;s6x3
600699.SH,20240221,EVENT,6.5494,16.427,11.492,0.77,s17;s6x1
603067.SH,20240221,EVENT,2.8034,6.821,4.279,0.5,s15
603339.SH,20240221,EVENT,10.2222,11.418,6.614,0.77,s17;s6x1
688005.SH,20240221,EVENT,-3.8989,25.443,14.827,1.1,s17
688010.SH,20240221,EVENT,10.5608,29.944,12.427,1.1,s17
688061.SH,20240221,EVENT,10.0978,40.091,18.695,1.2,s6x3
688105.SH,20240221,EVENT,-1.905,24.698,12.115,0.72,s8_sweep_bear;s6x3
688239.SH,20240221,EVENT,4.497,40.452,18.627,0.77,s17;s6x1
688326.SH,20240221,EVENT,2.8164,132.72,52.204,1.2,s6x3
688349.SH,20240221,EVENT,10.694,21.181,15.245,1.32,s17;s6x3
688531.SH,20240221,EVENT,5.523,43.147,23.94,1.0,none
002117.SZ,20240222,EVENT,1.2307,8.63,5.177,0.42,s15;s12_in_ote;s6x3
002132.SZ,20240222,EVENT,4.9063,3.57,1.935,1.2,s6x3
002634.SZ,20240222,EVENT,6.7715,6.86,3.846,1.2,s6x3
300435.SZ,20240222,EVENT,12.5059,13.731,9.506,0.5,s15
300700.SZ,20240222,EVENT,16.3241,12.194,5.599,1.2,s6x3
300786.SZ,20240222,EVENT,16.9128,20.21,6.904,1.1,s17
300873.SZ,20240222,EVENT,2.3843,16.652,8.071,1.0,none
300985.SZ,20240222,EVENT,11.9806,25.951,13.103,0.308,s1v2_CHoCH↓;s17;s13
300997.SZ,20240222,EVENT,5.1694,13.168,8.834,0.42,s15;s9_bsl_tight;s6x3
301047.SZ,20240222,EVENT,1.8376,75.152,46.514,0.462,s17;s8_sweep_bear;s6x1
301290.SZ,20240222,EVENT,2.2049,26.741,14.356,1.2,s6x3
301366.SZ,20240222,EVENT,25.691,21.215,10.975,1.32,s17;s6x3
600826.SH,20240222,EVENT,2.6675,6.387,3.42,0.0353,s1v2_CHoCH↓;s20;s15;s8_sweep_bear;s12_in_ote;s6x3
603039.SH,20240222,EVENT,2.8268,38.911,22.678,0.5,s15
603416.SH,20240222,EVENT,8.7467,35.365,16.933,1.1,s17
603755.SH,20240222,EVENT,-7.1076,26.057,12.646,1.0,none
603798.SH,20240222,EVENT,32.489,12.821,5.407,0.528,s1v2_CHoCH↓;s17;s6x3
