symbol,entry_date,src,net_pnl_pct,pnl,structure_state,trend_v2,breakout_kind_v2,retrace_state_v2
002602.SZ,20240506,EVENT,-14.9458,-14.9458,compress(LH+HL),down,BOS↓,retrace_fail
600530.SH,20240520,EVENT,5.1973,5.1973,compress(LH+HL),up,CHoCH↑,no_retrace
301428.SZ,20240530,EVENT,4.4456,4.4456,compress(LH+HL),up,CHoCH↑,retrace_fail
002583.SZ,20240506,EVENT,-1.3239,-1.3239,bear(LH+LL),down,BOS↓,retrace_ok
300700.SZ,20240506,EVENT,0.1166,0.1166,expansion(HH+LL),down,CHoCH↓,retrace_ok
001267.SZ,20240508,EVENT,8.6069,8.6069,bear(LH+LL),down,BOS↓,retrace_ok
300138.SZ,20240510,EVENT,-9.5868,-9.5868,expansion(HH+LL),down,CHoCH↓,no_retrace
300759.SZ,20240510,EVENT,0.6372,0.6372,bear(LH+LL),down,BOS↓,retrace_ok
688084.SH,20240517,EVENT,19.6201,19.6201,bear(LH+LL),down,BOS↓,no_retrace
002289.SZ,20240520,EVENT,0.6579,0.6579,expansion(HH+LL),down,BOS↓,retrace_fail
300143.SZ,20240506,EVENT,0.4139,0.4139,bear(LH+LL),down,BOS↓,retrace_fail
300335.SZ,20240507,EVENT,7.4642,7.4642,bear(LH+LL),down,CHoCH↓,retrace_fail
301313.SZ,20240508,EVENT,-0.1965,-0.1965,bear(LH+LL),down,BOS↓,retrace_fail
600778.SH,20240508,EVENT,-0.9529,-0.9529,bull(HH+HL),down,BOS↓,retrace_fail
688184.SH,20240508,EVENT,-0.1891,-0.1891,bear(LH+LL),down,BOS↓,no_retrace
600337.SH,20240509,EVENT,-4.7052,-4.7052,expansion(HH+LL),down,CHoCH↓,retrace_ok
000989.SZ,20240510,EVENT,-9.7704,-9.7704,bear(LH+LL),down,BOS↓,retrace_ok
688677.SH,20240510,EVENT,-9.8115,-9.8115,expansion(HH+LL),down,CHoCH↓,no_retrace
688677.SH,20240516,EVENT,-4.3788,-4.3788,expansion(HH+LL),down,CHoCH↓,no_retrace
600183_SH.SH,20240513,CONT,3.1803,3.1803,compress(LH+HL),up,CHoCH↑,no_retrace
300910_SZ.SZ,20240514,CONT,-6.9431,-6.9431,compress(LH+HL),up,CHoCH↑,no_retrace
601113_SH.SH,20240514,CONT,-8.513,-8.513,expansion(HH+LL),up,BOS↑,no_retrace
300702_SZ.SZ,20240515,CONT,-6.9211,-6.9211,compress(LH+HL),up,CHoCH↑,retrace_ok
002155_SZ.SZ,20240516,CONT,8.2538,8.2538,bull(HH+HL),up,BOS↑,retrace_ok
002481_SZ.SZ,20240516,CONT,-8.3836,-8.3836,bear(LH+LL),up,CHoCH↑,no_retrace
603228_SH.SH,20240516,CONT,-3.3622,-3.3622,expansion(HH+LL),up,CHoCH↑,no_retrace
000791_SZ.SZ,20240520,CONT,-8.8402,-8.8402,compress(LH+HL),up,BOS↑,no_retrace
002569_SZ.SZ,20240520,CONT,-3.7294,-3.7294,bear(LH+LL),down,CHoCH↓,retrace_fail
603320_SH.SH,20240520,CONT,-2.1048,-2.1048,expansion(HH+LL),down,CHoCH↓,retrace_fail
603507_SH.SH,20240520,CONT,0.9066,0.9066,expansion(HH+LL),up,CHoCH↑,no_retrace
601825_SH.SH,20240522,CONT,-11.4053,-11.4053,bear(LH+LL),up,CHoCH↑,retrace_ok
000607.SZ,20240507,EVENT,-3.6919,-3.6919,compress(LH+HL),down,CHoCH↓,retrace_ok
002488.SZ,20240507,EVENT,-5.8091,-5.8091,bear(LH+LL),down,BOS↓,retrace_fail
300575.SZ,20240507,EVENT,1.8669,1.8669,compress(LH+HL),down,BOS↓,retrace_fail
300821.SZ,20240507,EVENT,1.4726,1.4726,bear(LH+LL),down,BOS↓,retrace_fail
003016.SZ,20240508,EVENT,4.1841,4.1841,expansion(HH+LL),down,CHoCH↓,retrace_fail
301037.SZ,20240508,EVENT,-0.1372,-0.1372,expansion(HH+LL),down,CHoCH↓,retrace_fail
600180.SH,20240508,EVENT,0.3775,0.3775,bear(LH+LL),down,BOS↓,retrace_ok
688420.SH,20240508,EVENT,-3.3257,-3.3257,bear(LH+LL),down,BOS↓,retrace_fail
300903.SZ,20240509,EVENT,4.3457,4.3457,bear(LH+LL),down,BOS↓,retrace_ok
301057.SZ,20240509,EVENT,0.7247,0.7247,expansion(HH+LL),down,CHoCH↓,retrace_fail
603153.SH,20240509,EVENT,-7.8974,-7.8974,expansion(HH+LL),down,CHoCH↓,retrace_fail
301313.SZ,20240506,EVENT,0.403,0.403,bear(LH+LL),down,BOS↓,retrace_fail
600703.SH,20240507,EVENT,-0.4045,-0.4045,compress(LH+HL),down,BOS↓,no_retrace
002426.SZ,20240510,EVENT,1.3093,1.3093,bear(LH+LL),down,CHoCH↓,retrace_fail
601929.SH,20240606,EVENT,-12.5406,-12.5406,bear(LH+LL),down,BOS↓,no_retrace
605338.SH,20240617,EVENT,-9.6896,-9.6896,expansion(HH+LL),down,CHoCH↓,retrace_ok
600653.SH,20240603,EVENT,4.6576,4.6576,compress(LH+HL),down,BOS↓,retrace_fail
301169.SZ,20240605,EVENT,-2.8396,-2.8396,bear(LH+LL),down,BOS↓,retrace_ok
002445.SZ,20240613,EVENT,-1.0907,-1.0907,compress(LH+HL),down,BOS↓,retrace_ok
605151.SH,20240613,EVENT,-3.574,-3.574,bear(LH+LL),down,BOS↓,retrace_fail
600022.SH,20240617,EVENT,0.2857,0.2857,bear(LH+LL),down,BOS↓,retrace_ok
002702.SZ,20240620,EVENT,-3.5921,-3.5921,bear(LH+LL),down,BOS↓,retrace_ok
688455.SH,20240620,EVENT,-3.8374,-3.8374,bear(LH+LL),down,BOS↓,no_retrace
300019.SZ,20240621,EVENT,-7.8939,-7.8939,expansion(HH+LL),down,CHoCH↓,retrace_fail
600234.SH,20240613,EVENT,0.2997,0.2997,bear(LH+LL),down,BOS↓,no_retrace
002105.SZ,20240617,EVENT,4.133,4.133,expansion(HH+LL),down,BOS↓,retrace_ok
600307.SH,20240617,EVENT,-0.2113,-0.2113,bear(LH+LL),down,BOS↓,retrace_ok
601005.SH,20240617,EVENT,-4.535,-4.535,compress(LH+HL),down,BOS↓,retrace_ok
603333.SH,20240619,EVENT,-7.6647,-7.6647,bear(LH+LL),down,BOS↓,no_retrace
002271.SZ,20240603,EVENT,-8.4132,-8.4132,bear(LH+LL),down,BOS↓,retrace_ok
688591.SH,20240606,EVENT,8.345,8.345,bear(LH+LL),down,BOS↓,retrace_ok
002367.SZ,20240614,EVENT,-2.7998,-2.7998,compress(LH+HL),down,BOS↓,no_retrace
688737.SH,20240614,EVENT,-8.0519,-8.0519,bear(LH+LL),down,BOS↓,no_retrace
600130.SH,20240617,EVENT,-0.086,-0.086,expansion(HH+LL),down,BOS↓,retrace_fail
688576.SH,20240619,EVENT,-5.9309,-5.9309,bear(LH+LL),down,BOS↓,retrace_ok
002203.SZ,20240620,EVENT,-5.2922,-5.2922,bear(LH+LL),down,CHoCH↓,retrace_ok
301115.SZ,20240604,EVENT,-2.738,-2.738,compress(LH+HL),down,CHoCH↓,retrace_fail
600576.SH,20240605,EVENT,-2.3336,-2.3336,expansion(HH+LL),down,BOS↓,retrace_ok
002132.SZ,20240614,EVENT,-3.0244,-3.0244,compress(LH+HL),down,BOS↓,retrace_ok
301207.SZ,20240614,EVENT,-5.6631,-5.6631,bear(LH+LL),down,BOS↓,no_retrace
600699.SH,20240614,EVENT,0.4238,0.4238,bear(LH+LL),down,CHoCH↓,retrace_ok
601880.SH,20240614,EVENT,-1.4729,-1.4729,bull(HH+HL),down,CHoCH↓,no_retrace
300597.SZ,20240617,EVENT,10.8356,10.8356,bear(LH+LL),down,BOS↓,no_retrace
688455.SH,20240617,EVENT,1.1136,1.1136,bear(LH+LL),down,BOS↓,retrace_ok
000672.SZ,20240619,EVENT,1.2249,1.2249,bear(LH+LL),down,BOS↓,no_retrace
002132.SZ,20240619,EVENT,-6.6096,-6.6096,bear(LH+LL),down,BOS↓,retrace_ok
688236.SH,20240619,EVENT,-1.4751,-1.4751,expansion(HH+LL),down,CHoCH↓,no_retrace
000510.SZ,20240620,EVENT,0.0041,0.0041,bear(LH+LL),down,BOS↓,retrace_ok
000672.SZ,20240620,EVENT,2.0385,2.0385,bear(LH+LL),down,BOS↓,no_retrace
603153.SH,20240620,EVENT,-6.183,-6.183,expansion(HH+LL),down,BOS↓,retrace_ok
603863.SH,20240620,EVENT,4.4413,4.4413,expansion(HH+LL),down,BOS↓,no_retrace
688232.SH,20240620,EVENT,-4.4588,-4.4588,bear(LH+LL),down,BOS↓,retrace_fail
600992_SH.SH,20240617,CONT,-3.9661,-3.9661,compress(LH+HL),up,CHoCH↑,retrace_ok
301248.SZ,20240606,EVENT,-3.1481,-3.1481,bull(HH+HL),down,CHoCH↓,retrace_ok
002932.SZ,20240611,EVENT,-2.6753,-2.6753,bear(LH+LL),down,CHoCH↓,retrace_ok
002570.SZ,20240614,EVENT,-6.2309,-6.2309,bear(LH+LL),down,BOS↓,no_retrace
000882.SZ,20240617,EVENT,-9.5978,-9.5978,bull(HH+HL),down,BOS↓,no_retrace
300841.SZ,20240618,EVENT,-3.427,-3.427,bull(HH+HL),up,CHoCH↑,retrace_fail
000795.SZ,20240619,EVENT,-4.7738,-4.7738,bear(LH+LL),down,CHoCH↓,retrace_ok
002700_SZ.SZ,20240701,CONT,14.6357,14.6357,compress(LH+HL),up,BOS↑,no_retrace
002700_SZ.SZ,20240708,CONT,23.7079,23.7079,bull(HH+HL),up,BOS↑,no_retrace
002255.SZ,20240816,EVENT,-3.1704,-3.1704,bear(LH+LL),down,BOS↓,retrace_ok
688211.SH,20240808,EVENT,-4.019,-4.019,compress(LH+HL),down,BOS↓,no_retrace
000981.SZ,20240805,EVENT,-15.8356,-15.8356,bear(LH+LL),up,CHoCH↑,no_retrace
002706.SZ,20240805,EVENT,-1.82,-1.82,expansion(HH+LL),down,BOS↓,retrace_fail
600955.SH,20240807,EVENT,-4.5581,-4.5581,bear(LH+LL),down,BOS↓,retrace_fail
688067.SH,20240807,EVENT,-6.0515,-6.0515,bear(LH+LL),down,BOS↓,retrace_fail
300770.SZ,20240808,EVENT,0.6872,0.6872,bear(LH+LL),down,BOS↓,retrace_fail
000538.SZ,20240809,EVENT,2.2671,2.2671,expansion(HH+LL),down,CHoCH↓,retrace_fail
002996.SZ,20240809,EVENT,-5.6483,-5.6483,bear(LH+LL),down,CHoCH↓,retrace_ok
600256.SH,20240812,EVENT,4.0851,4.0851,compress(LH+HL),down,BOS↓,retrace_fail
601966.SH,20240812,EVENT,-5.7839,-5.7839,bear(LH+LL),down,BOS↓,retrace_ok
001330.SZ,20240830,EVENT,-0.5997,-0.5997,bull(HH+HL),down,BOS↓,no_retrace
301035.SZ,20240807,EVENT,-7.0512,-7.0512,compress(LH+HL),up,CHoCH↑,no_retrace
688371.SH,20240807,EVENT,7.093,7.093,bear(LH+LL),down,BOS↓,retrace_fail
002706.SZ,20240808,EVENT,-6.0845,-6.0845,expansion(HH+LL),down,BOS↓,retrace_fail
002870.SZ,20240809,EVENT,2.5439,2.5439,bear(LH+LL),down,BOS↓,retrace_ok
600256.SH,20240809,EVENT,0.5542,0.5542,compress(LH+HL),down,BOS↓,retrace_fail
688371.SH,20240809,EVENT,0.7303,0.7303,bear(LH+LL),down,BOS↓,retrace_fail
002455.SZ,20240812,EVENT,-4.0221,-4.0221,bear(LH+LL),down,BOS↓,no_retrace
300432.SZ,20240813,EVENT,1.4077,1.4077,bear(LH+LL),down,BOS↓,retrace_fail
688475.SH,20240814,EVENT,-2.0543,-2.0543,bear(LH+LL),down,CHoCH↓,retrace_ok
688310.SH,20240816,EVENT,1.087,1.087,bull(HH+HL),down,CHoCH↓,no_retrace
605056.SH,20240822,EVENT,7.9197,7.9197,compress(LH+HL),down,BOS↓,retrace_fail
002493.SZ,20240823,EVENT,-1.3514,-1.3514,bear(LH+LL),down,BOS↓,retrace_ok
603815.SH,20240826,EVENT,7.2137,7.2137,bear(LH+LL),down,BOS↓,retrace_ok
688080.SH,20240826,EVENT,1.4011,1.4011,bear(LH+LL),down,BOS↓,retrace_fail
300982.SZ,20240805,EVENT,0.3629,0.3629,compress(LH+HL),up,CHoCH↑,retrace_fail
688499.SH,20240805,EVENT,-8.1738,-8.1738,bear(LH+LL),down,BOS↓,retrace_fail
300376.SZ,20240807,EVENT,-14.389,-14.389,compress(LH+HL),down,BOS↓,no_retrace
688610.SH,20240807,EVENT,-4.9406,-4.9406,expansion(HH+LL),down,CHoCH↓,no_retrace
603033.SH,20240808,EVENT,-2.5647,-2.5647,bear(LH+LL),down,BOS↓,retrace_ok
688400.SH,20240808,EVENT,-0.246,-0.246,expansion(HH+LL),down,BOS↓,no_retrace
688598.SH,20240808,EVENT,-11.2468,-11.2468,bear(LH+LL),up,CHoCH↑,retrace_ok
002440.SZ,20240809,EVENT,-3.5792,-3.5792,bear(LH+LL),up,CHoCH↑,retrace_ok
300687.SZ,20240809,EVENT,-2.0362,-2.0362,bull(HH+HL),down,BOS↓,retrace_ok
301260.SZ,20240809,EVENT,-4.1657,-4.1657,bear(LH+LL),down,BOS↓,retrace_ok
688707.SH,20240809,EVENT,-1.7012,-1.7012,bear(LH+LL),down,BOS↓,retrace_fail
300071.SZ,20240812,EVENT,5.5367,5.5367,bear(LH+LL),up,CHoCH↑,retrace_ok
601969.SH,20240812,EVENT,-4.1915,-4.1915,bear(LH+LL),down,BOS↓,retrace_ok
688598.SH,20240812,EVENT,-3.1823,-3.1823,bear(LH+LL),up,CHoCH↑,retrace_fail
600653.SH,20240814,EVENT,-7.5453,-7.5453,expansion(HH+LL),up,BOS↑,retrace_ok
300481.SZ,20240815,EVENT,-2.7073,-2.7073,bear(LH+LL),down,BOS↓,retrace_ok
300820.SZ,20240816,EVENT,0.9703,0.9703,expansion(HH+LL),up,BOS↑,retrace_fail
688496.SH,20240816,EVENT,-9.0387,-9.0387,bear(LH+LL),down,BOS↓,retrace_ok
688426.SH,20240819,EVENT,-5.8251,-5.8251,bull(HH+HL),up,CHoCH↑,retrace_fail
301093.SZ,20240820,EVENT,7.4717,7.4717,expansion(HH+LL),up,CHoCH↑,retrace_fail
002955.SZ,20240805,EVENT,10.2047,10.2047,bear(LH+LL),down,BOS↓,retrace_fail
605168.SH,20240805,EVENT,-0.1237,-0.1237,bear(LH+LL),down,BOS↓,retrace_fail
003023.SZ,20240807,EVENT,-0.4134,-0.4134,bear(LH+LL),down,CHoCH↓,retrace_fail
301260.SZ,20240807,EVENT,-4.4043,-4.4043,expansion(HH+LL),down,BOS↓,retrace_ok
600810.SH,20240807,EVENT,-1.7589,-1.7589,bear(LH+LL),down,BOS↓,retrace_fail
688078.SH,20240807,EVENT,1.8016,1.8016,bear(LH+LL),down,BOS↓,retrace_fail
002058.SZ,20240808,EVENT,-5.3696,-5.3696,bull(HH+HL),up,CHoCH↑,retrace_fail
300801.SZ,20240808,EVENT,-6.1345,-6.1345,bear(LH+LL),down,BOS↓,retrace_ok
300376.SZ,20240812,EVENT,-3.2884,-3.2884,compress(LH+HL),down,BOS↓,no_retrace
301115.SZ,20240812,EVENT,8.637,8.637,bear(LH+LL),down,BOS↓,retrace_fail
603201.SH,20240812,EVENT,-4.7656,-4.7656,bear(LH+LL),down,BOS↓,retrace_ok
002219.SZ,20240821,EVENT,1.1811,1.1811,expansion(HH+LL),up,CHoCH↑,retrace_fail
603566.SH,20240821,EVENT,-3.0096,-3.0096,expansion(HH+LL),down,BOS↓,retrace_ok
600143.SH,20240822,EVENT,2.2217,2.2217,expansion(HH+LL),up,CHoCH↑,no_retrace
603312.SH,20240826,EVENT,8.9924,8.9924,expansion(HH+LL),up,CHoCH↑,retrace_fail
301529.SZ,20240830,EVENT,8.5205,8.5205,bear(LH+LL),down,BOS↓,retrace_ok
000908_SZ.SZ,20240815,CONT,62.6906,62.6906,bear(LH+LL),up,CHoCH↑,no_retrace
000878.SZ,20240807,EVENT,-1.4033,-1.4033,bear(LH+LL),down,BOS↓,no_retrace
688163.SH,20240819,EVENT,3.5109,3.5109,bull(HH+HL),up,CHoCH↑,retrace_ok
688089.SH,20240822,EVENT,0.6818,0.6818,bull(HH+HL),up,BOS↑,retrace_fail
300627.SZ,20240830,EVENT,5.9623,5.9623,bear(LH+LL),down,BOS↓,retrace_ok
300801.SZ,20240830,EVENT,-4.4455,-4.4455,compress(LH+HL),down,BOS↓,retrace_ok
002627.SZ,20240812,EVENT,-2.029,-2.029,expansion(HH+LL),up,CHoCH↑,retrace_fail
600679.SH,20240812,EVENT,-6.7308,-6.7308,bull(HH+HL),up,BOS↑,retrace_ok
600382.SH,20240905,EVENT,3.784,3.784,bear(LH+LL),down,BOS↓,retrace_fail
300073.SZ,20240902,EVENT,4.5596,4.5596,expansion(HH+LL),down,BOS↓,retrace_fail
002706.SZ,20240905,EVENT,5.9111,5.9111,bear(LH+LL),down,BOS↓,retrace_ok
002758.SZ,20240925,EVENT,4.2006,4.2006,bear(LH+LL),up,CHoCH↑,no_retrace
301303.SZ,20240926,EVENT,2.9074,2.9074,bear(LH+LL),down,BOS↓,retrace_fail
601678.SH,20240925,EVENT,1.4093,1.4093,bear(LH+LL),down,BOS↓,retrace_fail
688686.SH,20240925,EVENT,15.2546,15.2546,bear(LH+LL),down,BOS↓,no_retrace
605266.SH,20240904,EVENT,15.4097,15.4097,bear(LH+LL),down,BOS↓,retrace_ok
688768.SH,20240906,EVENT,2.9221,2.9221,expansion(HH+LL),down,CHoCH↓,retrace_fail
002706.SZ,20240909,EVENT,11.4145,11.4145,bear(LH+LL),down,BOS↓,retrace_ok
601969.SH,20240909,EVENT,9.1517,9.1517,bear(LH+LL),down,BOS↓,retrace_ok
603918.SH,20240909,EVENT,0.3903,0.3903,bear(LH+LL),down,BOS↓,retrace_fail
002758.SZ,20240923,EVENT,8.1194,8.1194,bear(LH+LL),down,BOS↓,retrace_fail
600873.SH,20240925,EVENT,12.3754,12.3754,bear(LH+LL),down,BOS↓,retrace_ok
688448.SH,20240926,EVENT,10.7654,10.7654,bear(LH+LL),down,BOS↓,retrace_fail
688612.SH,20240926,EVENT,19.2173,19.2173,bear(LH+LL),down,BOS↓,retrace_fail
002443.SZ,20240902,EVENT,0.2029,0.2029,bear(LH+LL),down,BOS↓,retrace_fail
002014.SZ,20240904,EVENT,-1.5753,-1.5753,bear(LH+LL),down,BOS↓,no_retrace
002458.SZ,20240904,EVENT,-2.8145,-2.8145,expansion(HH+LL),down,CHoCH↓,retrace_ok
603300.SH,20240904,EVENT,-4.8901,-4.8901,compress(LH+HL),down,BOS↓,retrace_ok
688719.SH,20240904,EVENT,-5.2511,-5.2511,bear(LH+LL),down,BOS↓,retrace_ok
600588.SH,20240906,EVENT,0.4997,0.4997,bear(LH+LL),down,CHoCH↓,retrace_ok
603008.SH,20240906,EVENT,6.3068,6.3068,bear(LH+LL),down,BOS↓,retrace_fail
603087.SH,20240909,EVENT,-3.683,-3.683,bear(LH+LL),down,BOS↓,retrace_ok
688017.SH,20240909,EVENT,-6.3434,-6.3434,expansion(HH+LL),down,CHoCH↓,retrace_ok
300073.SZ,20240911,EVENT,0.0015,0.0015,expansion(HH+LL),up,CHoCH↑,retrace_fail
301047.SZ,20240911,EVENT,18.6695,18.6695,bear(LH+LL),down,CHoCH↓,retrace_ok
605009.SH,20240911,EVENT,14.4274,14.4274,bear(LH+LL),down,BOS↓,no_retrace
002706.SZ,20240912,EVENT,6.781,6.781,bear(LH+LL),down,BOS↓,retrace_ok
002901.SZ,20240912,EVENT,-0.1578,-0.1578,bull(HH+HL),down,BOS↓,retrace_fail
688153.SH,20240912,EVENT,-3.4932,-3.4932,bear(LH+LL),down,BOS↓,retrace_ok
301115.SZ,20240919,EVENT,16.0529,16.0529,expansion(HH+LL),up,CHoCH↑,retrace_fail
002702.SZ,20240923,EVENT,2.4845,2.4845,compress(LH+HL),down,BOS↓,retrace_fail
688172.SH,20240923,EVENT,8.959,8.959,bear(LH+LL),down,BOS↓,retrace_ok
600380.SH,20240925,EVENT,5.3841,5.3841,bear(LH+LL),down,BOS↓,retrace_fail
600497.SH,20240925,EVENT,4.4021,4.4021,bear(LH+LL),down,BOS↓,retrace_ok
603173.SH,20240925,EVENT,1.5293,1.5293,bear(LH+LL),down,CHoCH↓,no_retrace
688419.SH,20240925,EVENT,13.5469,13.5469,bear(LH+LL),down,BOS↓,retrace_fail
300447.SZ,20240926,EVENT,22.4329,22.4329,expansion(HH+LL),down,BOS↓,retrace_fail
603365.SH,20240926,EVENT,20.4467,20.4467,expansion(HH+LL),down,BOS↓,retrace_fail
688573.SH,20240926,EVENT,19.0012,19.0012,bear(LH+LL),down,BOS↓,retrace_fail
688496.SH,20240904,EVENT,-8.3409,-8.3409,bear(LH+LL),down,BOS↓,retrace_fail
301108.SZ,20240905,EVENT,-0.6357,-0.6357,bear(LH+LL),down,BOS↓,retrace_ok
301322.SZ,20240905,EVENT,1.1382,1.1382,bear(LH+LL),down,CHoCH↓,retrace_ok
600867.SH,20240905,EVENT,-1.3977,-1.3977,bull(HH+HL),down,CHoCH↓,retrace_ok
301223.SZ,20240909,EVENT,5.8559,5.8559,expansion(HH+LL),down,CHoCH↓,retrace_ok
002132.SZ,20240910,EVENT,3.4215,3.4215,compress(LH+HL),down,BOS↓,retrace_fail
300802.SZ,20240910,EVENT,-0.8303,-0.8303,bear(LH+LL),down,BOS↓,no_retrace
000592.SZ,20240911,EVENT,5.5125,5.5125,expansion(HH+LL),up,CHoCH↑,retrace_fail
002443.SZ,20240911,EVENT,4.4552,4.4552,bear(LH+LL),down,BOS↓,retrace_fail
002925.SZ,20240911,EVENT,0.2022,0.2022,expansion(HH+LL),up,CHoCH↑,retrace_fail
600060.SH,20240911,EVENT,0.3559,0.3559,bear(LH+LL),down,BOS↓,no_retrace
001203.SZ,20240912,EVENT,-1.0395,-1.0395,bear(LH+LL),down,BOS↓,retrace_ok
300736.SZ,20240919,EVENT,18.477,18.477,expansion(HH+LL),up,CHoCH↑,retrace_fail
002353.SZ,20240920,EVENT,14.8403,14.8403,bear(LH+LL),down,BOS↓,retrace_fail
300802.SZ,20240920,EVENT,9.1157,9.1157,expansion(HH+LL),down,BOS↓,retrace_fail
600507.SH,20240920,EVENT,13.1647,13.1647,bear(LH+LL),down,BOS↓,no_retrace
603365.SH,20240920,EVENT,22.3446,22.3446,expansion(HH+LL),down,BOS↓,retrace_fail
603182.SH,20240923,EVENT,2.246,2.246,bull(HH+HL),down,BOS↓,retrace_fail
600380.SH,20240904,EVENT,-3.3568,-3.3568,bear(LH+LL),down,BOS↓,retrace_ok
603282.SH,20240904,EVENT,9.4722,9.4722,expansion(HH+LL),down,CHoCH↓,no_retrace
301093.SZ,20240905,EVENT,-1.2055,-1.2055,bull(HH+HL),up,CHoCH↑,retrace_ok
002458.SZ,20240906,EVENT,-4.6595,-4.6595,expansion(HH+LL),down,CHoCH↓,retrace_fail
301223.SZ,20240906,EVENT,2.6504,2.6504,expansion(HH+LL),down,CHoCH↓,retrace_ok
600809.SH,20240912,EVENT,-4.1145,-4.1145,bear(LH+LL),down,CHoCH↓,retrace_ok
301107.SZ,20240924,EVENT,9.7304,9.7304,compress(LH+HL),down,BOS↓,retrace_ok
603356.SH,20240926,EVENT,8.8357,8.8357,compress(LH+HL),up,CHoCH↑,retrace_fail
600975.SH,20241010,EVENT,2.1715,2.1715,bear(LH+LL),up,CHoCH↑,no_retrace
002996.SZ,20241017,EVENT,15.6613,15.6613,expansion(HH+LL),up,CHoCH↑,retrace_ok
605296.SH,20241030,EVENT,-1.5553,-1.5553,bull(HH+HL),up,CHoCH↑,retrace_ok
601975.SH,20241015,EVENT,-0.5979,-0.5979,bear(LH+LL),up,CHoCH↑,retrace_ok
603173.SH,20241021,EVENT,24.1807,24.1807,expansion(HH+LL),up,CHoCH↑,retrace_ok
002993.SZ,20241030,EVENT,0.5854,0.5854,bull(HH+HL),up,CHoCH↑,no_retrace
601872.SH,20241021,EVENT,-6.0399,-6.0399,expansion(HH+LL),down,CHoCH↓,retrace_ok
601872.SH,20241022,EVENT,-4.2764,-4.2764,expansion(HH+LL),down,CHoCH↓,retrace_ok
603986.SH,20241022,EVENT,7.9918,7.9918,bull(HH+HL),up,CHoCH↑,no_retrace
600750.SH,20241023,EVENT,-3.5941,-3.5941,expansion(HH+LL),up,CHoCH↑,retrace_fail
601985.SH,20241023,EVENT,-4.7589,-4.7589,bull(HH+HL),down,BOS↓,retrace_fail
000703.SZ,20241025,EVENT,1.3455,1.3455,expansion(HH+LL),up,CHoCH↑,retrace_ok
000683.SZ,20241014,EVENT,7.7509,7.7509,bear(LH+LL),up,CHoCH↑,no_retrace
601872.SH,20241015,EVENT,-9.5685,-9.5685,expansion(HH+LL),down,CHoCH↓,retrace_fail
688443.SH,20241017,EVENT,17.4495,17.4495,expansion(HH+LL),up,CHoCH↑,retrace_fail
000157.SZ,20241021,EVENT,7.2997,7.2997,expansion(HH+LL),up,CHoCH↑,retrace_ok
002993.SZ,20241031,EVENT,10.68,10.68,bull(HH+HL),up,CHoCH↑,no_retrace
002302_SZ.SZ,20241011,CONT,3.6571,3.6571,bull(HH+HL),up,CHoCH↑,retrace_ok
600239_SH.SH,20241011,CONT,-2.3661,-2.3661,bear(LH+LL),up,CHoCH↑,retrace_ok
600322_SH.SH,20241011,CONT,0.8417,0.8417,compress(LH+HL),up,CHoCH↑,retrace_ok
600397_SH.SH,20241011,CONT,3.6627,3.6627,compress(LH+HL),up,BOS↑,retrace_ok
600835_SH.SH,20241011,CONT,21.0604,21.0604,bear(LH+LL),up,CHoCH↑,no_retrace
002058_SZ.SZ,20241014,CONT,52.0751,52.0751,expansion(HH+LL),up,BOS↑,retrace_ok
301165_SZ.SZ,20241014,CONT,12.8121,12.8121,bull(HH+HL),up,BOS↑,no_retrace
600281_SH.SH,20241014,CONT,12.3683,12.3683,bull(HH+HL),up,BOS↑,retrace_ok
002178_SZ.SZ,20241015,CONT,27.9184,27.9184,compress(LH+HL),up,CHoCH↑,no_retrace
002512_SZ.SZ,20241015,CONT,1.2706,1.2706,bull(HH+HL),up,BOS↑,no_retrace
002755_SZ.SZ,20241015,CONT,3.152,3.152,bear(LH+LL),up,CHoCH↑,no_retrace
300036_SZ.SZ,20241015,CONT,-4.2573,-4.2573,bear(LH+LL),up,CHoCH↑,no_retrace
300188_SZ.SZ,20241015,CONT,5.4081,5.4081,compress(LH+HL),up,CHoCH↑,no_retrace
600602_SH.SH,20241015,CONT,-2.5839,-2.5839,compress(LH+HL),up,CHoCH↑,no_retrace
600877_SH.SH,20241015,CONT,7.8692,7.8692,bear(LH+LL),up,CHoCH↑,no_retrace
603106_SH.SH,20241015,CONT,48.5342,48.5342,compress(LH+HL),up,BOS↑,no_retrace
688038_SH.SH,20241015,CONT,-1.5015,-1.5015,bear(LH+LL),up,CHoCH↑,no_retrace
688049_SH.SH,20241015,CONT,7.8234,7.8234,bear(LH+LL),up,CHoCH↑,no_retrace
688369_SH.SH,20241015,CONT,1.5991,1.5991,bear(LH+LL),up,CHoCH↑,no_retrace
688376_SH.SH,20241015,CONT,-4.9163,-4.9163,compress(LH+HL),up,CHoCH↑,no_retrace
600079_SH.SH,20241017,CONT,2.0167,2.0167,expansion(HH+LL),up,CHoCH↑,retrace_ok
600828_SH.SH,20241017,CONT,5.7801,5.7801,bull(HH+HL),up,BOS↑,retrace_ok
000510_SZ.SZ,20241021,CONT,2.55,2.55,expansion(HH+LL),up,CHoCH↑,no_retrace
000672_SZ.SZ,20241022,CONT,6.816,6.816,expansion(HH+LL),up,CHoCH↑,no_retrace
301317_SZ.SZ,20241025,CONT,-0.4803,-0.4803,bull(HH+HL),up,BOS↑,no_retrace
